0.15625	0	0	0	0
0.15625	0	0	0	0
0.15625	0	0	0	0
0.15625	0	0	0	0
0.15625	0	0	0	0
0.25	0.125	0.03125	0	0
0.15625	0	0	0	0
0.15625	0	0	0	0
0.1875	0.0625	0.03125	0	0
0.1875	0	0	0	0
0.28125	0.0625	0	0	0
0.21875	0.03125	0	0	0
0.125	0.03125	0	0	0
0.1875	0.03125	0	0	0
0.125	0.03125	0	0	0
0.21875	0.15625	0.03125	0	0
0.125	0.0625	0.03125	0	0
0.21875	0.15625	0.03125	0	0
0.15625	0.0625	0	0	0
0.25	0.15625	0.03125	0	0
0.15625	0.03125	0	0	0
0.1875	0.03125	0	0	0
0.1875	0.0625	0.03125	0	0
0.21875	0.15625	0.03125	0	0
0.1875	0.0625	0	0	0
0.15625	0.03125	0	0	0
0.1875	0	0	0	0
0.1875	0.03125	0	0	0
0.1875	0.03125	0	0	0
0.125	0.03125	0	0	0
0.1875	0	0	0	0
0.28125	0.0625	0	0	0
