0.203125	0.015625	0	0	0
0.203125	0.015625	0	0	0
0.203125	0.015625	0	0	0
0.203125	0.015625	0	0	0
0.203125	0.015625	0	0	0
0.203125	0.015625	0	0	0
0.203125	0.015625	0	0	0
0.203125	0.015625	0	0	0
0.265625	0.015625	0	0	0
0.296875	0.015625	0	0	0
0	0	0	0	0
0.03125	0.03125	0.015625	0	0
0	0	0	0	0
0	0	0	0	0
0.203125	0.078125	0	0	0
0.1875	0	0	0	0
0.140625	0.015625	0	0	0
0.0625	0.015625	0	0	0
0	0	0	0	0
0.234375	0.015625	0	0	0
0.265625	0.046875	0	0	0
0.203125	0.015625	0	0	0
0	0	0	0	0
0.1875	0.03125	0	0	0
0.25	0.046875	0	0	0
0.125	0.015625	0	0	0
0.265625	0.046875	0.015625	0	0
0.203125	0.015625	0	0	0
0	0	0	0	0
0.171875	0.0625	0	0	0
0.109375	0	0	0	0
0.234375	0.046875	0	0	0
