0.1875	0.1875	0.1875	0.1875	0.1875
0.1875	0.1875	0.1875	0.1875	0.1875
0.1875	0.1875	0.1875	0.1875	0.1875
0.1875	0.1875	0.1875	0.1875	0.1875
0.1875	0.1875	0.1875	0.1875	0.1875
0.1875	0.1875	0.1875	0.1875	0.1875
0.1875	0.1875	0.1875	0.1875	0.1875
0.1875	0.1875	0.1875	0.1875	0.1875
0.15625	0.15625	0.15625	0.15625	0.15625
0.125	0.125	0.125	0.125	0.125
0.125	0.125	0.125	0.125	0.125
0.15625	0.15625	0.15625	0.15625	0.15625
0.125	0.125	0.125	0.125	0.125
0.1875	0.1875	0.1875	0.1875	0.1875
0.125	0.125	0.125	0.125	0.125
0.15625	0.15625	0.15625	0.15625	0.15625
0.15625	0.15625	0.15625	0.15625	0.15625
0.15625	0.15625	0.15625	0.15625	0.15625
0.15625	0.15625	0.15625	0.15625	0.15625
0.09375	0.09375	0.09375	0.09375	0.09375
0.15625	0.15625	0.15625	0.15625	0.15625
0.15625	0.15625	0.15625	0.15625	0.15625
0.15625	0.15625	0.15625	0.15625	0.15625
0.1875	0.1875	0.1875	0.1875	0.1875
0.15625	0.15625	0.15625	0.15625	0.15625
0.1875	0.1875	0.1875	0.1875	0.1875
0.15625	0.15625	0.15625	0.15625	0.15625
0.15625	0.15625	0.15625	0.15625	0.15625
0.21875	0.21875	0.21875	0.21875	0.21875
0.15625	0.15625	0.15625	0.15625	0.15625
0.15625	0.15625	0.15625	0.15625	0.15625
0.15625	0.15625	0.15625	0.15625	0.15625
